Unnamed: 0,EN,RU,UA,week
0,34.625670904629025,62.583365838622825,2.7909632567481437,2021-04-29
0,31.938407351910897,65.7421978679707,2.319394780118398,2021-05-06
0,32.83751174473957,65.1725913316021,1.989896923658326,2021-05-13
0,28.5307032212338,69.63558925777703,1.833707520989171,2021-05-20
0,32.91506454485171,61.99296669043572,5.091968764712567,2021-05-27
0,32.98968089804076,63.05545355242057,3.9548655495386615,2021-06-03
0,32.48223600622319,64.0305122028937,3.4872517908831,2021-06-10
0,31.369898122817542,64.39739640948483,4.23270546769763,2021-06-17
0,29.83264170389115,65.78593640405852,4.3814218920503345,2021-06-24
0,28.9649120101488,67.27083947972122,3.764248510129992,2021-07-01
0,29.49256957074696,66.01577292329917,4.491657505953874,2021-07-08
0,30.179648003308575,65.67454887815876,4.145803118532674,2021-07-15
0,26.83683504706017,69.00008303810573,4.163081914834095,2021-07-22
0,30.096803412355694,61.49302800089272,8.410168586751587,2021-07-29
0,28.33635261294503,66.15538345545954,5.508263931595423,2021-08-05
0,29.43845278564051,65.40846845215941,5.153078762200073,2021-08-12
0,27.896612838663465,68.16828098006994,3.935106181266591,2021-08-19
0,25.983579992366757,69.84317464141867,4.173245366214571,2021-08-26
0,30.71863410443524,65.15899626322863,4.122369632336135,2021-09-02
0,27.320822759791042,69.35856376560542,3.320613474603525,2021-09-09
0,24.66646193273166,70.64181589838134,4.691722168887005,2021-09-16
0,24.91396438035985,71.35423441206345,3.7318012075766944,2021-09-23
0,24.749969616670565,71.20308217395535,4.046948209374088,2021-09-30
0,23.415470681462757,71.78589343433005,4.798635884207194,2021-10-07
0,23.57627889639465,72.32423969443556,4.099481409169783,2021-10-14
0,23.08656461677956,73.50463819608841,3.4087971871320315,2021-10-21
0,16.01526206487421,81.87240457797725,2.112333357148534,2021-10-28
0,19.15830572768061,78.26895257319832,2.57274169912106,2021-11-04
0,21.51945394830127,76.6496894084323,1.8308566432664364,2021-11-11
0,20.17392157797293,77.65048987031717,2.1755885517098967,2021-11-18
0,20.228787729625193,76.90475293783918,2.8664593325356233,2021-11-25
0,19.729117129978338,78.28381092896664,1.987071941055021,2021-12-02
0,19.919831795142752,78.78169118500836,1.2984770198489017,2021-12-09
0,22.84733992981134,76.15051673229641,1.002143337892246,2021-12-16
0,19.919277396784686,78.68099896683735,1.3997236363779622,2021-12-23
0,22.862824300043467,75.80957100656659,1.3276046933899488,2021-12-30
0,22.15215957754592,75.86887450705437,1.9789659153997128,2022-01-06
0,22.633619437706574,76.07242137791361,1.2939591843798102,2022-01-13
0,19.588036203308583,78.8959911882925,1.5159726083989125,2022-01-20
0,19.500232468562793,78.78203362841906,1.7177339030181502,2022-01-27
0,20.298413319541588,77.85240632424305,1.8491803562153593,2022-02-03
0,19.421579702622658,78.98259319756968,1.5958270998076511,2022-02-10
0,16.123325568430783,80.28651401837645,3.5901604131927645,2022-02-17
0,16.101305150697424,79.32555103718013,4.573143812122442,2022-02-24
0,17.378982696481486,73.48187331221747,9.139143991301044,2022-03-03
0,17.521614195157174,74.65894475391494,7.8194410509278915,2022-03-10
0,18.647607664269277,70.72791877137601,10.624473564354716,2022-03-17
0,18.790983271411392,64.86313802386577,16.345878704722832,2022-03-24
0,17.187558416551298,63.04872203911537,19.76371954433333,2022-03-31
0,16.955116683716234,61.45038120573611,21.594502110547666,2022-04-07
0,18.00038737067604,59.19014830577325,22.809464323550706,2022-04-14
0,18.611166738703325,56.58844181487017,24.800391446426506,2022-04-21
0,17.888000943255054,55.665591651555424,26.44640740518952,2022-04-28
0,17.567490552058697,56.0882434384002,26.3442660095411,2022-05-05
0,17.32857272244454,50.35314697119999,32.31828030635547,2022-05-12
0,22.344319840025292,41.371277909754674,36.28440225022003,2022-05-19
0,22.015853706247203,45.7492313375116,32.23491495624119,2022-05-26
0,23.232629799916776,45.97332770315283,30.79404249693039,2022-06-02
0,24.492504521743165,43.96193950689391,31.54555597136292,2022-06-09
0,26.17487726257047,41.120767499621806,32.704355237807725,2022-06-16
0,23.594772882490787,42.636400373176016,33.7688267443332,2022-06-23
0,23.344993233564683,43.57745260197796,33.077554164457354,2022-06-30
0,22.404450298454535,50.48649218441514,27.109057517130324,2022-07-07
0,21.840233176861066,49.46765408508146,28.692112738057467,2022-07-14
0,21.347233020001415,47.17699291308733,31.47577406691125,2022-07-21
0,21.30370859301745,44.845237995951486,33.85105341103106,2022-07-28
0,21.091717073470022,44.90180372745679,34.00647919907318,2022-08-04
0,20.55770448267819,46.301574341686745,33.140721175635065,2022-08-11
0,20.102527114127614,44.77871438774786,35.11875849812453,2022-08-18
0,20.71965235536768,41.60243523343928,37.677912411193034,2022-08-25
0,24.664358014073375,36.94486645504379,38.390775530882834,2022-09-01
0,26.370648070863655,39.24818937036351,34.38116255877283,2022-09-08
0,29.605746850086412,38.76754404303953,31.626709106874056,2022-09-15
0,30.731641995651366,40.30820449869106,28.960153505657573,2022-09-22
0,33.69360466944343,38.66866700170267,27.637728328853896,2022-09-29
0,34.039855016884054,38.05866037775971,27.90148460535624,2022-10-06
0,34.475212750696976,35.35387274477891,30.170914504524116,2022-10-13
0,33.94390966279141,34.58244610661277,31.473644230595816,2022-10-20
0,29.10250597491536,44.10259138313983,26.794902641944805,2022-10-27
0,29.49862598159146,39.85838432084413,30.64298969756441,2022-11-03
0,33.69885828107782,34.70633648249663,31.59480523642555,2022-11-10
0,33.15530951377859,34.02855755315154,32.81613293306986,2022-11-17
0,33.08566406252219,38.72827378230064,28.186062155177165,2022-11-24
0,36.02914096774879,37.23783046196831,26.733028570282908,2022-12-01
0,38.39945812617929,32.788837720040426,28.811704153780283,2022-12-08
0,38.77416913917043,30.34661058128615,30.879220279543418,2022-12-15
0,32.75984315392656,36.16082806938729,31.079328776686143,2022-12-22
0,34.417425595529515,34.85591708727985,30.726657317190632,2022-12-29
